id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
761029746897255192,"Cheerful 3BR, 1.5BATH - closed Airport - parking",480223207,Thanh Huong,,Kingsview Village-The Westway,43.70045,-79.55752,Entire home/apt,221,2,24,2023-12-27,1.90,1,188,23,STR-2208-GLZVHG
760331994016300513,Spacious 3 Bedroom Basement in Scarborough,97517992,Mohammed,,Clairlea-Birchmount,43.71029,-79.27334,Entire home/apt,90,28,100,2024-01-04,6.94,2,292,75,STR-2209-FFTVHB
761063431382467466,Entire 1 BR Unit across CN Tower/MTCC,487453999,Yueh-Chao,,Waterfront Communities-The Island,43.64379,-79.38808,Entire home/apt,105,28,22,2023-06-25,1.48,1,180,14,STR-2206-GSZRVH
761102126447636347,Luxury Get-Away for Holidays Dec9-Jan10,27562038,Ashkan,,Waterfront Communities-The Island,43.64776,-79.39216,Entire home/apt,,28,0,,,1,87,0,
761108273242183932,Cozy Miranda Room with Desk,50382249,Cyndi,,Briar Hill-Belgravia,43.69557645336023,-79.45432568747562,Private room,34,30,1,2023-01-24,0.08,16,364,0,
761123917289480138,Stylish 2BR Suite with Free Parking in Humber Bay!,487901973,Chris Clifford,,Mimico (includes Humber Bay Shores),43.62355,-79.48737,Entire home/apt,179,28,11,2023-11-10,0.79,1,0,10,STR-2210-FXJDVD
760356959187006828,Lovely Room with Ensuite Living Area  and Bathroom,479825843,Phuong Chi,,Cliffcrest,43.70771,-79.24545,Private room,70,7,5,2023-05-13,0.36,2,72,4,STR-2211-HLFVHX
761138930351599757,Classy Downtown Toronto room @ subway station,468932771,Kuang,,North St.James Town,43.6715,-79.37725,Private room,90,1,49,2024-01-15,3.27,3,15,44,STR-2207-GJFKVF
761146653513397286,Hollywood Chic,157318521,Yanira,,Waterfront Communities-The Island,43.64004,-79.3965,Entire home/apt,99,31,3,2023-11-12,0.53,1,84,3,STR-2209-GCKKVF
761149006536003457,Lively one bedroom facing CN Tower/next to FarmBoy,19961693,Klodia,,Waterfront Communities-The Island,43.64238,-79.4013,Entire home/apt,110,45,0,,,2,82,0,
760781996144901306,TO - Beautiful home 3 bdrm mins to Yorkdale Mall.,448142590,Thi Kim Khanh Nguyen,,Rustic,43.71264,-79.49058,Entire home/apt,250,2,17,2024-02-03,1.16,1,10,16,STR-2203-HWHVHL
761168020597648678,25% OFF - 2Br Condo With Superb Toronto City View!,129345287,Xiaoyu,,Pleasant View,43.77728532536463,-79.32774710774109,Entire home/apt,169,1,21,2024-01-05,1.93,4,151,21,STR-2211-HSXPHY
761178881248662238,-THE VIEW- 2 Bedroom Toronto Condo,129345287,Xiaoyu,,Hillcrest Village,43.81121,-79.35977,Entire home/apt,180,1,90,2024-01-26,6.12,4,0,71,
761391147524826687,1200+sqft Luxury Corner Suite w/3 beds,249719348,Analie,,Waterfront Communities-The Island,43.63923,-79.39694,Entire home/apt,213,31,1,2023-10-02,0.22,1,84,1,STR-2205-FZXBHD
761594512683531836,Cozy Miranda Room,50382249,Cyndi,,Briar Hill-Belgravia,43.69578660000001,-79.4552976,Private room,67,30,2,2023-05-30,0.16,16,349,1,
760798749682039660,Cozy Kensington Suite,10923607,Marlene,,University,43.65970502897912,-79.40379153061876,Entire home/apt,99,28,2,2023-12-02,0.54,1,78,2,
761603653782061968,Fun and Functional Family Home In Corso Italia,63532528,Alex,,Corso Italia-Davenport,43.68254,-79.44728,Entire home/apt,200,28,5,2024-01-12,0.51,2,341,5,
761634524402467898,Spacious 1 bedroom condo downtown,3610455,Jonathan,,North St.James Town,43.67231,-79.37594,Entire home/apt,170,28,1,2023-10-31,0.28,1,320,1,
760800936820814837,Kitschy-Retro Junction Victorian 2 level w Patio,642116,R R,,Junction Area,43.66486,-79.46122,Entire home/apt,90,28,0,,,1,87,0,
761634585042277560,Stunning Basement Apartment,379647021,Eric,,Corso Italia-Davenport,43.67602,-79.44909,Entire home/apt,76,28,1,2023-09-30,0.22,1,75,1,STR-2203-JFXBHM
761646601662811745,Reno-ed Room w/ private bath,56411852,Luben,,Church-Yonge Corridor,43.66874046372791,-79.3798381282828,Private room,135,28,0,,,3,89,0,
761650142156191609,"Beaches, quiet space, basement",50019105,Fariba,,The Beaches,43.6737,-79.28224,Entire home/apt,60,28,3,2023-03-17,0.22,9,364,2,
761665551704317084,Pretty Room Etobicoke !,382883363,Thuoc,,Islington-City Centre West,43.62496,-79.51859,Private room,54,28,0,,,48,364,0,
760806601535094368,Lovely Suites 5 - Space Share,151654117,Reza,,Danforth East York,43.68882,-79.34124,Private room,35,28,4,2023-02-13,0.27,13,364,0,STR-2207-FGQBHB
761776086963463831,"The Magenta (2 bed+1 bath, downtown)",28218448,Melanie,,North St.James Town,43.66789,-79.37593,Entire home/apt,161,1,2,2023-12-30,0.73,1,17,2,STR-2302-FMSXVQ
761849337131815339,Rare & Spacious massive home w 7 beds,215759979,Quoc Trung,,Rustic,43.71164,-79.49508,Entire home/apt,829,2,16,2024-01-03,1.15,1,176,14,STR-2211-FXMXVD
760815898905636622,High Park/Roncesvalles Private basement apartment,409545247,Janette,,High Park-Swansea,43.6498161,-79.4525829,Entire home/apt,84,28,2,2023-12-17,0.23,1,334,2,
761873970149135253,Toronto's Best Luxurious & Modern Home of the Year,438261525,Ali,,Islington-City Centre West,43.64434,-79.52464,Entire home/apt,235,1,13,2024-01-07,1.19,5,352,13,STR-2208-JDTVHM
761899463283059024,1 Bedroom Downtown Toronto,168083510,Dunis Kevin,,South Parkdale,43.638161684086384,-79.42824646106162,Private room,221,28,4,2022-12-20,0.27,2,90,0,STR-2210-HXKKVL
760816634089374471,Cozy single bedroom in heart of downtown,139751167,Xing,,Kensington-Chinatown,43.65515,-79.39399,Private room,67,28,5,2024-02-04,0.39,3,70,4,
761987837683930294,Best part of TO ! Gorgeous house,175074949,Daniel,,Trinity-Bellwoods,43.64827,-79.40727,Entire home/apt,360,28,0,,,1,263,0,
760817278844823559,Tranquil Oasis 4-Bed Beach House - Toronto Getaway,3150111,Tran Van Phi,,The Beaches,43.670905230719406,-79.288990088045,Entire home/apt,,4,25,2023-10-16,1.67,3,0,23,STR-2205-HSFKVL
762019058789357336,Corner 2 bedroom with stunning view,159984563,Diamelys,,Waterfront Communities-The Island,43.6414,-79.39834,Entire home/apt,149,31,0,,,1,86,0,STR-2209-FKMVHB
762098576599117593,City Boutique 180* Views,171042320,Melida,,Waterfront Communities-The Island,43.64199595566986,-79.39297536685024,Entire home/apt,149,31,0,,,2,75,0,STR-2209-HGMXVJ
760826841069568495,Home in Toronto | Free Parking | Urban Haven,487835892,Pourya,,Banbury-Don Mills,43.72959,-79.34624,Entire home/apt,425,2,33,2023-09-04,2.26,1,212,29,STR-2208-FMXHHC
762144295497518196,Cottage living in Toronto,405227,Elizabeth,,The Beaches,43.6670017,-79.30049609999999,Entire home/apt,80,64,0,,,1,149,0,STR-2211-GPSVHT
762231200278855385,Comfortable Basement Bachelor,90517947,Rylan,,Cabbagetown-South St.James Town,43.66492,-79.36226,Private room,90,28,0,,,1,365,0,
760860257857080968,"5-Bedrooms in Toronto Near Subway, Free Parking",487846315,Tracy,,Willowdale East,43.7650403,-79.4018304,Entire home/apt,729,28,3,2023-08-07,0.22,6,288,2,STR-2211-HLCDVK
762263421005809252,High Floor 2 bdrm By CN tower,69304724,Farzad,,Waterfront Communities-The Island,43.64497,-79.39028,Entire home/apt,465,28,1,2022-12-05,0.07,2,90,0,STR-2101-HQZDVK
762293032485346215,Private comfy bright bedroom with coffee station,34436311,Nolan,,Greenwood-Coxwell,43.66635,-79.32055,Private room,95,1,68,2024-02-11,5.23,1,225,64,STR-2211-GYDKVH
760872516588909341,"Lovely 2 room condo, a 5min from subway.",65620068,Esther,,Yorkdale-Glen Park,43.714488056156206,-79.45563518304559,Entire home/apt,,2,0,,,1,0,0,STR-2310-GTYDVV
762303739161311049,Beautiful Apartment In Toronto,487549001,Tristan Christina,,South Parkdale,43.6361,-79.42675,Entire home/apt,129,2,37,2024-01-17,2.64,1,130,35,STR-2210-JDJDVM
762308452497401256,Downtown Condo Unit With Parking,265857456,Ravivarman,,Waterfront Communities-The Island,43.64114,-79.40074,Entire home/apt,160,28,1,2023-10-13,0.24,1,365,1,
760885459345367557,Breathtaking View Central DT Condo w/ Free Parking,487852466,Fei,,Bay Street Corridor,43.66359,-79.38795,Entire home/apt,545,2,35,2024-01-21,2.55,1,0,33,STR-2202-GXLDVH
762412744283746176,Spacious Guest Suite With Kitchen & Bathroom,19471895,Lily,,Humber Heights-Westmount,43.69473,-79.51861,Entire home/apt,85,29,4,2023-12-31,0.31,1,203,3,
762449820549797780,Modern 2 bedroom 2 bath in the heart of Downtown!,7677238,Christopher,,Waterfront Communities-The Island,43.639986288096736,-79.3955198533069,Entire home/apt,120,28,12,2024-01-05,0.86,2,52,11,STR-2201-GVLDVH
762456944858712142,Bright and Modern 1 + Den 2 beds w/ park view,7677238,Christopher,,Waterfront Communities-The Island,43.63977,-79.396,Entire home/apt,125,28,6,2023-12-11,0.60,2,82,6,STR-2201-GVLDVH
762514495572086947,1BR Condo by Lakeshore!,487205220,Ramon,,Niagara,43.63664199999999,-79.4057224,Entire home/apt,146,2,31,2024-02-01,2.05,1,0,18,STR-2210-GTDKVH
762545572079954418,"Luxury DT Condo, King St West! 500 sq ft Terrace!",36929871,Neal,,Waterfront Communities-The Island,43.64488,-79.39456,Entire home/apt,,28,6,2023-09-25,0.41,4,320,4,STR-2103-HRGDVK
762552265594336220,Elegant Downtown Toronto room @ subway station,468932771,Kuang,,North St.James Town,43.67139,-79.37482,Private room,92,1,52,2024-01-30,3.50,3,0,47,STR-2207-GJFKVF
760887427890224620,"Cozy Downtown One Bedroom Condo, office space .",197125028,Tony,,Waterfront Communities-The Island,43.64231,-79.40166,Entire home/apt,249,30,0,,,1,90,0,
762629598641008445,Cozy En-suite bedroom w/ parking near CN Tower,488179947,Gantavya,,Waterfront Communities-The Island,43.63882,-79.39726,Private room,104,1,38,2024-01-28,2.87,4,11,33,STR-2211-HQWDVK
762629645907456922,Downtown Toronto 2-Bedroom Condo Near CN Tower,488179947,Gantavya,,Waterfront Communities-The Island,43.6397827,-79.39794669999999,Entire home/apt,281,1,54,2023-12-27,3.67,4,256,48,STR-2211-HQWDVK
762640704983393647,Modern  Clean 2bedrm Apartment!,60665729,Sasikaran,,Rouge,43.832,-79.23427,Entire home/apt,108,2,6,2023-08-24,0.51,2,321,6,STR-2209-FWGVHD
762692324355271145,Luxury skylit Yorkville condo,470248033,M,,Annex,43.67131,-79.3932,Entire home/apt,600,28,5,2023-01-04,0.36,3,365,0,STR-2204-HKVVHK
760895506340468239,Gorgeous Condo DT Toronto!,487854739,Aleksandra,,Bay Street Corridor,43.662882825942056,-79.38465689842445,Entire home/apt,245,28,0,,,1,179,0,
762784661083576568,Studio private bathroom kitchen,382883363,Thuoc,,Edenbridge-Humber Valley,43.657689,-79.5287487,Private room,,28,0,,,48,89,0,STR-2208-JGGVHM
760911276011336405,Modern 2 Bed+ 2Bath Condo by CN tower with parking,294207072,Chinwe,,Waterfront Communities-The Island,43.6389,-79.39706,Entire home/apt,414,28,7,2022-12-29,0.46,3,90,0,STR-2208-GMJBHG
764530809391451491,Cozy Furnished Unit,488501110,Seyed Mohammad,,Bayview Village,43.77205,-79.38257,Entire home/apt,50,28,10,2024-01-19,0.68,1,76,4,STR-2211-HLSRVK
762816557068315515,Constance’s Place,488200263,Constance,,Rouge,43.8074349,-79.17132079999999,Entire home/apt,80,28,0,,,1,89,0,
762907183536526385,Modern Suite Across CN Tower,150872391,Jia Qiao,,Waterfront Communities-The Island,43.64316,-79.38983,Entire home/apt,,28,39,2023-08-16,2.89,1,0,33,STR-2208-HVXHHL
764534048911637525,Luxury 1+1BR Condo,488353661,San,,Annex,43.67124,-79.39341,Entire home/apt,234,28,1,2022-12-16,0.07,1,311,0,STR-2010-GQRRPG
762924828254878054,Gorgeous 2 Bedroom 2 Bath w Balcony & Free Parking,55442,Furnished Condo Toronto,,Bay Street Corridor,43.66087,-79.38501,Entire home/apt,250,28,2,2023-09-11,0.23,21,90,2,
762926060549038589,2 Bedroom Condo in King West,31184815,Maher,,Waterfront Communities-The Island,43.64542840059566,-79.40215194232788,Entire home/apt,247,2,17,2023-09-18,1.14,1,83,14,STR-2203-HKPVHK
762936156452258579,Wolesley Basement,94071526,Matthew,,Kensington-Chinatown,43.6472,-79.40399,Entire home/apt,70,28,8,2024-02-06,0.62,14,162,7,
763039801403610131,40+ Floor Modern Condo Beside CN Tower & SB Arena,469085600,Yue Qing,,Waterfront Communities-The Island,43.64314,-79.38199,Entire home/apt,196,1,52,2023-10-21,3.52,2,26,40,STR-2209-FQJDVC
763054476456587451,3 bdrm Upper Beach Family Apartment,16014326,Naomi,,Woodbine Corridor,43.67969,-79.31055,Entire home/apt,130,28,1,2023-07-16,0.14,6,73,1,
764585618248217646,Artsy Studio Loft | DWTN Toronto w/BBQ and yard,237519571,Michael,,South Riverdale,43.66639,-79.33332,Entire home/apt,,28,1,2023-02-03,0.08,2,0,0,
763114573949680833,Luxury Condo (CN Tower view) Downtown Toronto,425091193,Pavninder,,Moss Park,43.6522103,-79.3707957,Entire home/apt,200,28,37,2023-11-14,2.48,1,84,28,STR-2206-FRSKVC
763116487116827873,Cheerful Master room with private bathroom,137701267,Shengyuan,,Morningside,43.773268419457224,-79.21344350276347,Private room,50,28,1,2023-04-08,0.10,5,356,1,STR-2306-FRWRVQ
764637421786681473,2bd Simplified space to cal home,233676358,Benjamin,,Henry Farm,43.77175,-79.34429,Entire home/apt,,28,1,2022-11-27,0.07,1,0,0,Exempt
763132588857357383,Kid Friendly 2 BDR Modern Apt Downtown,24598023,Karen,,Yonge-St.Clair,43.68568,-79.40087,Entire home/apt,,28,0,,,1,364,0,
763135739849717962,A home for family with free indoor parking!,461200945,Hong Ly,,Wexford/Maryvale,43.75006,-79.28606,Entire home/apt,421,28,3,2023-08-12,0.28,4,365,3,STR-2209-FHSRVB
764650162730107516,Cozy and Luxurious 2 bdr unit,415888633,Mustafa,,Tam O'Shanter-Sullivan,43.77841,-79.29436,Entire home/apt,89,28,9,2023-10-03,0.61,2,227,6,STR-2108-FRVPHC
764686857370070664,Industrial Loft in Trendy Queen West,333905043,Michelle,,Niagara,43.64109,-79.42138,Entire home/apt,155,155,0,,,1,173,0,
763150867259353642,Cozy Private suite including breakfast!,277193683,Surijagumari,,Tam O'Shanter-Sullivan,43.78155,-79.31952,Private room,79,2,27,2023-11-22,1.86,1,194,22,STR-2211-HWYVHY
765001866069706339,Great Value II Shared Stays(Doesn't fit Females),147933259,Ayman,,Clairlea-Birchmount,43.70183,-79.28805,Shared room,32,28,12,2024-01-15,0.95,6,171,11,STR-2009-GCXPBF
765188516293357163,"Luxury 2BR w/King Bed /Parking /82"" TV / CN Tower",238237317,Naryan,,Waterfront Communities-The Island,43.641571024292375,-79.38153070874893,Entire home/apt,790,28,15,2023-11-25,1.31,1,361,15,STR-2012-FZKVHD
763180897477699606,A lovely 2 bedroom close to the airport,488272961,Oyakhiome,,Eringate-Centennial-West Deane,43.6398155,-79.5855831,Entire home/apt,180,2,1,2023-06-12,0.12,1,343,1,STR-2207-HSYPHL
763221151343034068,Beautiful Main Floor Private Suite with King Bed,187593300,Hoan Thien,,Bathurst Manor,43.75967,-79.46258,Private room,74,2,92,2024-02-11,6.30,2,72,72,STR-2211-JFDPHZ
763678601836297902,"Exquisite 1 BD +1 condo by CN Tower- DWTown , TO",422364782,Peter,,Waterfront Communities-The Island,43.64105,-79.39844,Entire home/apt,,28,18,2023-06-22,1.20,3,49,4,STR-2206-JDHXVM
763737420701461930,Spacious condo near DT Toronto,255581138,Justin,,South Riverdale,43.65874043298755,-79.35015146797359,Entire home/apt,322,4,32,2023-12-27,3.18,1,72,32,STR-2211-FYJHHR
763785223996616800,Presidential suite with breathtaking CN Tower view,447805871,Amna,,Waterfront Communities-The Island,43.64296,-79.38857,Entire home/apt,799,28,1,2023-03-09,0.09,2,365,1,STR-2207-FQYPHC
765268503962694028,Stunning 2BR + 2Bathroom Condo,488642773,Stephanie,,Annex,43.67153,-79.39486,Entire home/apt,189,28,1,2022-12-16,0.07,1,365,0,STR-2012-JDYXVM
763816071617067538,Modern Basement Suite in DT Toronto,49557400,Noemie,,Annex,43.66589,-79.4184,Entire home/apt,,28,15,2023-09-28,1.08,1,24,13,STR-2204-GXHVHH
765278715877019467,Queen West Downtown Toronto,488644757,Wei Kuan,,Trinity-Bellwoods,43.6503339,-79.4102848,Entire home/apt,154,1,38,2023-10-17,2.59,3,275,31,STR-2209-HMZVHK
763827246074213880,CN Tower View! Entire Brand New Condo/Free Parking,388835633,Irene,,Waterfront Communities-The Island,43.64292,-79.38087,Entire home/apt,439,28,13,2023-04-03,0.87,1,180,3,STR-2206-GLRDVG
763961576308237051,Toronto Cozy Private Room Near Seneca college,129345287,Xiaoyu,,Hillcrest Village,43.81072,-79.36202,Private room,61,1,64,2024-01-27,4.36,4,356,51,
765286151874738953,Central Sunny room in Little Portugal with a view,244976252,Maxi,,Little Portugal,43.65028194790764,-79.43500097990113,Private room,62,28,2,2023-08-01,0.16,1,98,1,
763968693422801132,Toronto Near Seneca College Private Room,129345287,Xiaoyu,,Hillcrest Village,43.81084,-79.35978,Private room,51,1,51,2024-02-06,3.47,4,176,41,
765302745822197228,"2B with Parking, 10km to Toronto Downtown",488649682,Yangyang,,Keelesdale-Eglinton West,43.68839,-79.4759,Private room,126,2,57,2024-01-29,3.94,1,0,50,STR-2209-GHFRVF
765327460821952075,Luxurious Condo in DT Toronto,488654886,Anju,,Waterfront Communities-The Island,43.6450977,-79.39083509999999,Private room,119,28,83,2024-02-01,5.66,1,0,69,STR-2211-HQGXVK
763978927916349898,One bedroom in two bedroom apt.,469804544,Ali Asghar,,Humewood-Cedarvale,43.6937845,-79.4230473,Private room,65,28,0,,,1,365,0,
765437022607642563,Deo Volente  Place,488675064,Omodolapo,,Birchcliffe-Cliffside,43.71611,-79.25047,Entire home/apt,145,3,27,2024-01-03,1.97,1,311,25,STR-2211-FRBBHQ
765483007968744276,luxury Lakeview entire 2 bedroom downtown Toronto,472130952,Mehri,,Waterfront Communities-The Island,43.63931,-79.39823,Entire home/apt,266,1,4,2023-11-26,0.31,3,87,3,STR-2208-GVGVHH
765518103424490927,Private and spacious room in Toronto,470679839,Parnian,,Newtonbrook East,43.789145506195375,-79.41689358413085,Private room,50,28,56,2024-01-05,4.36,5,364,54,STR-2211-GPVBHT
763985564592860647,Stone’s Homestay,76000560,Alvin,,Waterfront Communities-The Island,43.64015,-79.39291,Private room,99,28,0,,,2,364,0,Exempt
764006078525474484,Downtown Condo Free Parking Lakeview CN Tower,488405602,Yi Fei,,Niagara,43.63577,-79.40401,Entire home/apt,193,2,25,2024-01-14,1.67,1,63,19,STR-2209-FTKHHC
765550009454748310,2 Bed 2 Bath Luxury Loft in Queen West,161392,Don,,Niagara,43.6446488,-79.4156165,Entire home/apt,,60,0,,,2,34,0,
765598915035104204,Lovely clean apartment with Great view,380908458,Charles,,St.Andrew-Windfields,43.75465,-79.36243,Private room,120,28,0,,,2,364,0,STR-2209-HCXHHJ
764012450331193762,YourPrivateStudio,76000560,Alvin,,Waterfront Communities-The Island,43.63983,-79.39595,Entire home/apt,150,28,0,,,2,365,0,Exempt
765817518747300691,Boardwalk Beach Beauty,2029225,Ray And Daya,,The Beaches,43.674,-79.28468,Entire home/apt,300,3,3,2023-08-23,0.21,1,23,1,STR-2211-HVVBHY
765827632405347355,New Pretty Room Basement !,333106425,Quyen,,Islington-City Centre West,43.6239378,-79.5191327,Private room,48,28,0,,,21,365,0,
764013898599029854,Downtown monthly rental condo! - Newly furnished!,278622674,Qian,,Waterfront Communities-The Island,43.6441277,-79.38940579999999,Entire home/apt,180,28,3,2023-05-15,0.23,2,148,2,
765850671169134331,Cozy tree top 2 bedroom,5223296,Allison,,High Park-Swansea,43.65105963850518,-79.45522879206543,Entire home/apt,200,28,0,,,1,365,0,
764038338794520430,Cozy private walkout suite - Toronto West,39272337,Lena,,Mimico (includes Humber Bay Shores),43.60297,-79.49705,Private room,109,2,38,2024-02-09,2.60,1,61,30,STR-2211-GFHBHS
765880057017805925,King West Loft,482664082,Toronto Boutique Apartments,,Waterfront Communities-The Island,43.64491,-79.39796,Entire home/apt,150,90,0,,,11,289,0,
765883278402238101,Cozy Studio @ Downtown Toronto Queen King West,301747040,Hadi,,Niagara,43.64168244814521,-79.40373864337768,Entire home/apt,60,28,5,2024-01-14,0.38,6,82,4,
764055367890191382,A fully private room at miniot,481628882,Md,,Kennedy Park,43.7275,-79.26834,Private room,65,28,1,2023-02-19,0.08,12,365,1,
765921379042748521,Boutique Condo @ CN Tower | 2+2,151581016,Mirza Abrar,,Waterfront Communities-The Island,43.6421649,-79.3816248,Entire home/apt,199,28,19,2023-07-22,1.29,1,89,16,STR-2111-FQJXVC
765926063871261548,2 bedroom condo in downtown Toronto near CN tower,31078442,Vardhaman,,Waterfront Communities-The Island,43.64128,-79.39653,Entire home/apt,,28,8,2023-04-28,0.66,3,0,8,STR-2207-GDSPHF
764115878859644568,Cozy Home- 1 BR 1 Bath,371687701,Nazanin,,Stonegate-Queensway,43.62496399720845,-79.4977681172963,Entire home/apt,154,2,17,2023-10-29,2.79,1,46,17,STR-2303-GQVDVT
765927759565250989,Cozy in Little Italy - 1 BR,274649746,Elizabeth,,Trinity-Bellwoods,43.6536045,-79.40895429999999,Private room,70,90,0,,,2,358,0,
764313971481928061,"Luxury 2 Bdr + Den Condo W/Parking, CN Tower view",74243086,Meng,,Waterfront Communities-The Island,43.6433,-79.38105,Entire home/apt,583,28,2,2023-05-12,0.17,2,349,2,
764320392912031801,"New 1 BR close to subway, sleeps 4",146226441,Inna,,Little Portugal,43.65199,-79.43495,Entire home/apt,89,28,1,2023-01-16,0.08,33,364,0,
765994790527932195,Private Room available,424710274,Antreev Kaur,,South Parkdale,43.634088570211226,-79.43414718081405,Private room,47,28,0,,,1,350,0,
766042756224417576,"Executive Lake View Condo - 2bed, 2bath",120266871,Jesse,,Niagara,43.63764,-79.41772,Entire home/apt,190,28,1,2023-01-21,0.08,1,363,0,
764332364606499116,"Vintage, Comfy, 2 Storey | 2BR LOFT | DWTN Toronto",237519571,Michael,,South Riverdale,43.66818,-79.33263,Entire home/apt,325,28,0,,,2,76,0,
766057871369102077,A Gem in the Junction,482664082,Toronto Boutique Apartments,,Junction Area,43.6715,-79.47878,Entire home/apt,130,31,1,2023-06-27,0.13,11,136,1,
766077904735888100,Amazing penthouse w/2 bedroom,417798238,James,,Niagara,43.64064,-79.41115,Entire home/apt,1365,28,0,,,1,365,0,STR-2207-GYWBHH
764415281582559314,Luxurious Private Studio Apt next to subway & TTC,420562341,Ridda,,Islington-City Centre West,43.64627606834891,-79.52847130957961,Entire home/apt,92,1,1,2023-07-12,0.14,1,5,1,STR-2305-HVVKVY
766109696395602067,温暖干净的温馨小屋,476374142,Amanda,,Don Valley Village,43.78344,-79.34223,Private room,47,28,3,2023-09-27,0.25,2,286,3,
764486787985610193,The Mews Waterfront,223553142,Samz,,Niagara,43.6364,-79.39976,Entire home/apt,105,28,1,2023-03-31,0.09,8,284,1,
766111009904234297,Beautiful 2-Bedroom Condo Downtown Toronto,451557420,Mina,,Waterfront Communities-The Island,43.64291,-79.38065,Entire home/apt,240,28,43,2023-10-01,3.04,1,166,38,STR-2211-FJFRVB
766146188255760183,Brand New Cozy 2 Bedroom Condo,172856331,Mingxi,,Mount Pleasant West,43.70875,-79.39658,Entire home/apt,,28,0,,,1,0,0,
766148502335595729,Toronto comfy home for you 3 Br - 2 Bath,194355207,Chi,,York University Heights,43.75126590377982,-79.50455156931153,Entire home/apt,186,28,1,2023-05-03,0.10,3,164,1,
766207115731426371,Entire Skyline view condo with private bed+bath,122658524,Kabita Roshni,,Henry Farm,43.77554,-79.3446,Entire home/apt,145,28,1,2023-03-30,0.09,2,75,1,STR-2211-HHRKVJ
766209696570665400,Luxury in Summerhill 4bd/4bath,26295894,Bowen,,Yonge-St.Clair,43.685446986871796,-79.39493186279971,Entire home/apt,,28,0,,,1,358,0,
768700395626265289,Pleasant Bachelor Suite at Dufferin & Bloor,290018199,Tony,,Dovercourt-Wallace Emerson-Junction,43.66138309999999,-79.4357157,Entire home/apt,206,1,48,2023-10-18,4.31,1,237,48,STR-2302-HRWKVY
766481568866376985,Cozy and lovely 2 bed apartment,479796959,Oyakhiome,,Eringate-Centennial-West Deane,43.64098,-79.58622,Entire home/apt,186,2,11,2023-09-05,1.08,1,344,11,STR-2207-HSYPHL
766510655112975741,The Crash Pad,486108684,Casa Hotels,,South Riverdale,43.66217,-79.33348,Private room,239,28,3,2023-09-04,0.34,8,285,3,
768716319559744469,258 Clean & Comfy Room #2. Safe Area near Downtown,488677208,Experience,,Mimico (includes Humber Bay Shores),43.61773,-79.50045,Private room,,30,0,,,4,179,0,
768729337875273998,258 Clean & Comfy Room #3. Safe Area near Downtown,488677208,Experience,,Mimico (includes Humber Bay Shores),43.61997,-79.5012,Private room,,30,1,2023-02-03,0.08,4,179,0,
766535776123171579,Downtown Paradise 3bds + 1 office / Accommodates 8,30654608,David,,Palmerston-Little Italy,43.66335,-79.41681,Entire home/apt,255,28,8,2023-06-12,0.55,13,180,6,STR-2011-GBDRVD
766539769988437642,The Urban Hive,486108684,Casa Hotels,,Moss Park,43.65488,-79.36841989999999,Entire home/apt,113,28,5,2024-01-05,0.58,8,293,5,
766596138159664620,The Zen Den,486108684,Casa Hotels,,Wychwood,43.68145,-79.42136,Entire home/apt,125,28,6,2023-11-07,0.47,8,293,5,
766609374424993484,Lake Room + Parking,108398766,Roozbeh,,Waterfront Communities-The Island,43.6421649,-79.3816248,Private room,293,1,18,2024-02-03,1.25,3,39,11,STR-2206-FMSKVC
766612571205297816,Stunning High Rise Next to CN Tower | FREE Parking,24256848,Phil,,Waterfront Communities-The Island,43.6421649,-79.3816248,Entire home/apt,81,28,4,2024-01-16,0.34,1,75,4,STR-2010-GDHDPF
768731905361817542,One Bedroom w/ Ensuite WR + Parking,489200255,Valluvan,,Hillcrest Village,43.80486,-79.35578,Private room,73,1,50,2024-01-22,3.51,2,27,47,STR-2210-GFKKVF
766619806187031464,The Hideout,486108684,Casa Hotels,,Wychwood,43.68141,-79.4212,Entire home/apt,111,28,4,2023-10-10,0.34,8,278,4,
768736428932798258,258 Clean & Comfy Room #4. Safe Area near Downtown,488677208,Experience,,Mimico (includes Humber Bay Shores),43.6185,-79.50181,Private room,,28,0,,,4,179,0,
766646226822033019,Large 2 bdrm by CN tower free PK,69304724,Farzad,,Waterfront Communities-The Island,43.6441277,-79.38940579999999,Entire home/apt,455,28,0,,,2,90,0,STR-2012-FRBHHC
768765387643754687,Cheerful and cozy bedroom,297011252,Salman,,Willowdale East,43.777922188914395,-79.40836948816616,Private room,59,30,18,2023-11-01,1.29,2,237,14,STR-2209-FXSRVD
766649067895998133,Modern 1 Bedroom condo in downtown Toronto,785826,Sky View,,Bay Street Corridor,43.64874648075037,-79.3862589955761,Entire home/apt,,30,0,,,25,0,0,
766736809928752603,Modern Townhouse w/ 3BR & 2.5BA,483350655,Steve,,West Humber-Clairville,43.72046,-79.61295,Entire home/apt,186,28,2,2024-01-02,0.30,1,269,2,STR-2211-FQKPHQ
766744385802678998,Upscale 1 bed downtown Toronto,136598099,Melanie,,Waterfront Communities-The Island,43.64510884068806,-79.40103430436555,Entire home/apt,249,28,8,2024-01-31,0.66,1,190,8,
